command,mean,stddev,median,user,system,min,max
.\build\simpleMandelbrot.exe > NUL,20.458517479999998,0.1300429792990241,20.44429906,18.785625000000003,1.2634375,20.31523136,20.69090316
.\build\squadMandelbrot.exe > NUL,9.20817975,0.06735640163675723,9.19161246,8.271562499999998,0.6603125000000001,9.115001359999999,9.31682346
.\build\funcMandelbrot.exe > NUL,9.34754013,0.06671105658561426,9.318138309999998,8.577812499999997,0.5353125000000001,9.27536756,9.47884046
.\build\intrinsicsMandelbrot.exe > NUL,2.86545957,0.023491717409071373,2.8638635600000004,2.4465624999999998,0.3009375,2.8348140600000002,2.8982694600000003
